2018-05-18 23:59:59,b'RT @GamblerCrypto: Made over .05 with the auto gambling so far today. Hopefully it keeps climbing! Check out the stream! #CryptoLamboMoon #\xe2\x80\xa6'
2018-05-18 23:59:59,"b'I advise you to take a closer look at the #Sharpay project,, which is very promising. This is a unique blockchain p\xe2\x80\xa6 https://t.co/x5npHWBlza'"
2018-05-18 23:59:55,b'Blockchain Facilitates Tourism at Tokyo Olympics 2020 - https://t.co/I4VIUl8M1N #bitcoin #blockchain'
2018-05-18 23:59:53,b'#Airdrop  VeChain\nhttps://t.co/Zv4fRgQP0M\ntelegram username @in9eriv \n #Airdrop #live #Token #eth $free #bitcoin #BTC'
2018-05-18 23:59:52,b'RT @SocialWalletInc: Is #Gold being replaced? Share your thoughts! #bitcoin #btc #ethereum #eth #litecoin #ltc #blockchain #blockchaintechn\xe2\x80\xa6'
2018-05-18 23:59:46,"b'Buy this coin in Binance right now!\nPossible profit TA\n\nUse mah reflink, please\n\nhttps://t.co/GxqrML0YSN     \n\nTHAN\xe2\x80\xa6 https://t.co/ckr6wQrpUl'"
2018-05-18 23:59:44,b'RT @AcoCollective: Thank you Alisa for the great review\n\nhttps://t.co/zrL6R1XCYc\n\n#CrowdfundingForEveryone #Crowdfunding #Startup #Blockcha\xe2\x80\xa6'
2018-05-18 23:59:44,"b""RT @ToneVays: Why are Roger, Fake Satoshi &amp; Jihan on a panel together at some event? why can't they just put a webcam in the Office where t\xe2\x80\xa6"""
2018-05-18 23:59:43,b'Great news for cryptocurrency!\n\nDo you still remember Nokia?\xf0\x9f\x98\x81\n #bitcoin #bitcoins #blockchain #suponic\xe2\x80\xa6 https://t.co/K9KRDZyYOZ'
2018-05-18 23:59:39,b'RT @IGivNoFks: Ohhh Damnn!!!  #lindacoin just added @davidgokhshtein and @LindaOxfish to the team. This coin and team is not messing around\xe2\x80\xa6'
2018-05-18 23:59:39,"b'Checking blockfolio and charts all day gets boring. Stick with your strategy, set alarms, and enjoy life. #bitcoin\xe2\x80\xa6 https://t.co/FYoaz7WeH1'"
2018-05-18 23:59:35,b'RT @bitcoinest: Learn how to buy #bitcoin here https://t.co/fcVyMJyNsN'
2018-05-18 23:59:35,b'This is not another fractal of #Bitcoin https://t.co/xgbEGQmtHd'
2018-05-18 23:59:31,b'RT @KoronaCoin: Have you owned Bitcoin or other tokens?\n\n#koronacoin #bitcoin #ICO #blockchain #technologies https://t.co/yKGW9tkmrh'
2018-05-18 23:59:26,"b'RT @JBTheCryptoKing: Really enjoyed networking at #Consensus2018 for @ANON_BTC, we are spreading awareness to Asia and Europe this month! W\xe2\x80\xa6'"
2018-05-18 23:59:24,"b'Food For Thought and #Bitcoin $2,000 USD \nhttps://t.co/9kqDL4Lpnq'"
2018-05-18 23:59:12,"b""Move over #Bitcoin, there's a new cryptocurrency in 'tahn. Prepare for #CMU Coin. via @pittsburghpg @LinderPG  https://t.co/TPk0ru03FM"""
2018-05-18 23:59:05,b'RT @THUGCOIN: @THUGCOIN is one of the biggest trading pairs on the @YobitExchange ETH and Doge markets again!\n\nhttps://t.co/kI9t2kjWmJ\nhttp\xe2\x80\xa6'
2018-05-18 23:59:04,b'[TR] 19/05/2018 00:59:03 Bitcoin: \xe2\x82\xba37166 Ethereum: \xe2\x82\xba3110  #bitcoin #ethereum #altcoin #coin #blockchain #crypto\xe2\x80\xa6 https://t.co/Bn1WX254eq'
2018-05-18 23:59:03,b'[USD] 19/05/2018 00:59:03 Bitcoin: $8251.45 Ethereum: $693.997  #bitcoin #ethereum #altcoin #coin #blockchain\xe2\x80\xa6 https://t.co/P45RsJ6PWq'
2018-05-18 23:58:56,"b'RT @ClauJScott: At the moment that @DeepOnionx developed DeepProtocol/Stealth Addresses, the world was one step closer to total privacy.\xe2\x80\xa6'"
2018-05-18 23:58:53,b'The latest Reporting From The Edge! https://t.co/GgZoSJHliq #bitcoin #blockchain'
2018-05-18 23:58:47,"b'RT @Peurtoken: Enabling https://t.co/oXIXJbYU9R community power:\n\n\xe2\x88\x9a Participate in the Peur marketing program, and giveaways,\xc2\xa0and ambassado\xe2\x80\xa6'"
2018-05-18 23:58:45,"b'RT @BoonTechUSA: BOON Airdrop! 500,000 BOON give away!\n\n* Free Micro Job Platform like @fiverr and @Upwork \n* Official IBM Partner \n\nGo to\xe2\x80\xa6'"
2018-05-18 23:58:44,"b""I've been using #Abra to invest in #Cryptocurrencies. Curious? https://t.co/10HwSfBbZB #cryptocurrency #crypto\xe2\x80\xa6 https://t.co/KhZL5CxKKy"""
2018-05-18 23:58:43,"b'@BigCheds Ah, perfect. #Bitcoin still the libertarian paradise it was through 2009-2013.'"
2018-05-18 23:58:39,b'RT @SocialWalletInc: #Wallstreet is coming! #bitcoin #btc #ethereum #eth #litecoin #ltc #blockchain #blockchaintechnology #tech #technology\xe2\x80\xa6'
2018-05-18 23:58:26,"b'RT @Typerium_io: Win 40,000,000 TYPE Token Airdrop \xf0\x9f\x91\x89 https://t.co/6ET5ZAWZMg  \n\xf0\x9f\xa4\x96 YouTube fighting talk, 14,000 #TYPEGANG in full force...\xe2\x80\xa6'"
2018-05-18 23:58:22,"b'RT @loopringorg: Trading our token on new platforms! Five cryptocurrency exchanges will open LRN deposit and withdrawal, and support LRN/BT\xe2\x80\xa6'"
2018-05-18 23:58:21,b'RT @XchangeRate_io: And it\xe2\x80\x99s time to get on air with @Socal_crypto to show you what Xchangerate is all about. \n\nJoin the live AMA here in t\xe2\x80\xa6'
2018-05-18 23:58:16,"b'RT @Blockstream: \xe2\x80\x9cAccording to Decker, each channel can process about 500 tx per second. With thousands of channels being utilized at once,\xe2\x80\xa6'"
2018-05-18 23:58:07,"b'I recently performed at the great event, Creative Tech Week  @creativetechwk, and had a lovely interview with Eli M\xe2\x80\xa6 https://t.co/fwbcgU9wAU'"
2018-05-18 23:58:04,b'RT @cryptohunni: Hi to all my lovely followers! I just finished my finals so I can finally relax this weekend. What are you guys up to? Oh\xe2\x80\xa6'
2018-05-18 23:58:03,b'RT @fundstrat: CRYPTO: Our quant/data scientist @fundstratQuant publishing #bitcoin mining white paper. Crypto mining economics lead/explai\xe2\x80\xa6'
2018-05-18 23:58:00,"b""RT @MB8Coin: MB8 Coin makes top 10 upvoted ICO's in last 7 days on   https://t.co/lXyFOsiv4D  . We appreciate the support from the communit\xe2\x80\xa6"""
2018-05-18 23:57:52,b'Our new Bounty Betting game has been very well received among our community - nearly 1000 bets placed within the fi\xe2\x80\xa6 https://t.co/qTJTOPc0ic'
2018-05-18 23:57:47,b'RT @MotherOfMoney: $Crypto is a once in a lifetime opportunity for our generation to take a little bit of money and turn it into a lot. Wit\xe2\x80\xa6'
2018-05-18 23:57:40,b'RT @MiguelCuneta: Banks + #Bitcoin + #blockchain = progress! @SCI_Ventures @unionbankph https://t.co/NxWrCNmluP'
2018-05-18 23:57:32,"b""RT @crypto_rand: #Bitcoin parabola still on play, don't panic. 100K are closer than ever. https://t.co/CuaVKo7xzX"""
2018-05-18 23:57:14,"b""RT @Peurtoken: Enabling https://t.co/oXIXJbYU9R community power :\n\nTrade between members of the Peur community (collector's editions, used\xe2\x80\xa6"""
2018-05-18 23:57:10,"b""RT @Peurtoken: Enabling https://t.co/oXIXJbYU9R community power :\n\nTrade between members of the Peur community (collector's editions, used\xe2\x80\xa6"""
2018-05-18 23:57:07,b'RT @KennethBosak: Cohosting the @ToneVays meetup at #BitcoinPHL @BTCPhiladelphia #bitcoin #btc #ta https://t.co/e4ajsulgyg'
2018-05-18 23:57:07,b'Crypto OE\xe2\x84\xa2\n\n\xe2\x9c\x85  100% FREE\n\xe2\x9c\x85  100% Vip Signal\nhttps://t.co/X1Dxn8e4w8\n#cryptocurrency #Bitcoin #Consensus2018\xe2\x80\xa6 https://t.co/ADXHlWWkm6'
2018-05-18 23:57:02,b'RT @tradingroomapp: Mere co-incidence or part of a game plan? \n\n18th of every month is #bitcoin CBOE futures expiry \n\nAround 8200 is the ar\xe2\x80\xa6'
2018-05-18 23:56:50,b'RT @bethereumteam: Join us TODAY at our pitch at Monaco International Blockchain! Looking forward to meeting and expanding our internationa\xe2\x80\xa6'
2018-05-18 23:56:49,b'RT @crypt0snews: Government = Fascism #bitcoin #freedom https://t.co/KuXMHF8RHJ'
2018-05-18 23:56:45,"b'RT @KryptykHex: Unbeknownst to rest of world, #Bitcoin #MiningOps has become an election issue for #Quebec october 2018 elections.\n\nThe cur\xe2\x80\xa6'"
2018-05-18 23:56:44,b'RT @BTCTN: MMA Fighter Mei Yamaguchi Comes Out Swinging for https://t.co/UtJJm8netW https://t.co/OpnQzLZ5eS #Bitcoin https://t.co/aqr7z7epck'
2018-05-18 23:56:40,"b'RT @Blockstream: \xe2\x80\x9cAccording to Decker, each channel can process about 500 tx per second. With thousands of channels being utilized at once,\xe2\x80\xa6'"
